date,result
2003-07-15,2.6681700253445073
2003-07-16,2.6729404491114566
2003-07-17,2.6777108728784063
2003-07-18,2.682481296645355
2003-07-19,2.6872517204123048
2003-07-20,2.692022144179254
2003-07-21,2.6967925679462037
2003-07-22,2.691570095887426
2003-07-23,2.686347623828648
2003-07-24,2.798871224899599
2003-07-25,2.9113948259705493
2003-07-26,3.0239184270414996
2003-07-27,3.1364420281124503
2003-07-28,3.2489656291834006
2003-07-29,3.3614892302543504
2003-07-30,3.474012831325301
2003-07-31,3.586536432396252
2003-08-01,3.699060033467202
2003-08-02,3.811583634538153
2003-08-03,3.924107235609103
2003-08-04,4.036630836680054
2003-08-05,4.149154437751005
2003-08-06,4.261678038821955
2003-08-07,4.374201639892905
2003-08-08,4.341502386906115
2003-08-09,4.313758014045892
2003-08-10,4.286013641185669
2003-08-11,4.258269268325446
2003-08-12,4.230524895465223
2003-08-13,4.202780522605
2003-08-14,4.175036149744777
2003-08-15,4.147291776884553
2003-08-16,4.11954740402433
2003-08-17,4.091803031164108
2003-08-18,4.064058658303884
2003-08-19,4.0363142854436616
2003-08-20,4.008569912583439
2003-08-21,3.9808255397232153
2003-08-22,3.9530811668629924
2003-08-23,3.925336794002769
2003-08-24,3.897592421142546
2003-08-25,3.8698480482823228
2003-08-26,3.8421036754221003
2003-08-27,3.814359302561877
2003-08-28,3.7866149297016545
2003-08-29,3.7588705568414316
2003-08-30,3.7311261839812073
2003-08-31,3.703381811120985
2003-09-01,3.6756374382607615
2003-09-02,3.647893065400539
2003-09-03,3.6201486925403157
2003-09-04,3.5924043196800928
2003-09-05,3.56465994681987
2003-09-06,3.536915573959647
2003-09-07,3.509171201099423
2003-09-08,3.4814268282392007
2003-09-09,3.4536824553789773
2003-09-10,3.4259380825187535
2003-09-11,3.398193709658531
2003-09-12,3.3704493367983077
2003-09-13,3.3427049639380852
2003-09-14,3.3149605910778623
2003-09-15,3.2872162182176385
2003-09-16,3.2594718453574156
2003-09-17,3.2317274724971927
2003-09-18,3.20398309963697
2003-09-19,3.1762387267767473
2003-09-20,3.1484943539165244
2003-09-21,3.1207499810563
2003-09-22,3.0930056081960777
2003-09-23,3.065261235335855
2003-09-24,3.037516862475631
2003-09-25,3.009772489615408
2003-09-26,2.9820281167551856
2003-09-27,2.9542837438949623
2003-09-28,2.92653937103474
2003-09-29,2.898794998174516
2003-09-30,2.890844902564805
2003-10-01,2.8828948069550924
2003-10-02,2.8749447113453814
2003-10-03,2.86699461573567
2003-10-04,2.859044520125958
2003-10-05,2.851094424516247
2003-10-06,2.8431443289065355
2003-10-07,2.835194233296824
2003-10-08,2.8272441376871122
2003-10-09,2.8192940420774004
2003-10-10,2.8113439464676886
2003-10-11,2.803393850857977
2003-10-12,2.795443755248266
2003-10-13,2.7874936596385544
2003-10-14,2.7764437948221454
2003-10-15,2.765393930005737
2003-10-16,2.7543440651893287
2003-10-17,2.74329420037292
2003-10-18,2.7322443355565116
2003-10-19,2.7211944707401035
2003-10-20,2.7101446059236944
2003-10-21,2.699094741107286
2003-10-22,2.6880448762908773
2003-10-23,2.676995011474469
2003-10-24,2.6726887289417407
2003-10-25,2.708754226864166
2003-10-26,2.744819724786592
2003-10-27,2.7808852227090175
2003-10-28,2.8169507206314437
2003-10-29,2.853016218553869
2003-10-30,2.889081716476295
2003-10-31,2.92514721439872
2003-11-01,2.961212712321146
2003-11-02,2.997278210243572
2003-11-03,3.0333437081659973
2003-11-04,3.0573992657057745
2003-11-05,3.0814548232455516
2003-11-06,3.1055103807853284
2003-11-07,3.1295659383251055
2003-11-08,3.1536214958648827
2003-11-09,3.1776770534046594
2003-11-10,3.2017326109444366
2003-11-11,3.2257881684842133
2003-11-12,3.249843726023991
2003-11-13,3.2738992835637677
2003-11-14,3.2979548411035444
2003-11-15,3.3419417323698357
2003-11-16,3.385928623636128
2003-11-17,3.4299155149024187
2003-11-18,3.4739024061687114
2003-11-19,3.517889297435002
2003-11-20,3.561876188701293
2003-11-21,3.508459561130331
2003-11-22,3.4550429335593686
2003-11-23,3.4016263059884064
2003-11-24,3.348209678417444
2003-11-25,3.294793050846482
2003-11-26,3.24137642327552
2003-11-27,3.2056323743248862
2003-11-28,3.1698883253742514
2003-11-29,3.1341442764236183
2003-11-30,3.0984002274729843
2003-12-01,3.06265617852235
2003-12-02,3.0269121295717163
2003-12-03,2.9911680806210823
2003-12-04,2.9554240316704483
2003-12-05,2.964304251222396
2003-12-06,2.9731844707743433
2003-12-07,2.982064690326292
2003-12-08,2.9909449098782392
2003-12-09,2.999825129430187
2003-12-10,3.0087053489821356
2003-12-11,2.989751277523889
2003-12-12,2.9707972060656416
2003-12-13,2.951843134607395
2003-12-14,2.932889063149148
2003-12-15,2.9139349916909016
2003-12-16,2.894980920232655
2003-12-17,2.8760268487744076
2003-12-18,2.8570727773161613
2003-12-19,2.8381187058579145
2003-12-20,2.819164634399668
2003-12-21,2.800210562941421
2003-12-22,2.781256491483174
2003-12-23,2.762302420024927
2003-12-24,2.74334834856668
2003-12-25,2.7243942771084337
2003-12-26,2.7054402056501865
2003-12-27,2.68648613419194
2003-12-28,2.6675320627336934
2003-12-29,2.648577991275446
2003-12-30,2.6296239198172
2003-12-31,2.610669848358953
2004-01-01,2.591715776900706
2004-01-02,2.5727617054424594
2004-01-03,2.553807633984213
2004-01-04,2.534853562525966
2004-01-05,2.515899491067719
2004-01-06,2.4969454196094727
2004-01-07,2.4779913481512255
2004-01-08,2.4590372766929787
2004-01-09,2.4400832052347323
2004-01-10,2.4783960012463644
2004-01-11,2.5167087972579973
2004-01-12,2.55502159326963
2004-01-13,2.593334389281263
2004-01-14,2.6316471852928958
2004-01-15,2.6699599813045287
2004-01-16,2.7082727773161617
2004-01-17,2.746585573327794
2004-01-18,2.7848983693394267
2004-01-19,2.8232111653510596
2004-01-20,2.8615239613626926
2004-01-21,2.899836757374325
2004-01-22,2.938149553385957
2004-01-23,2.97646234939759
2004-01-24,3.0383451424746606
2004-01-25,3.1002279355517306
2004-01-26,3.162110728628801
2004-01-27,3.223993521705871
2004-01-28,3.2858763147829415
2004-01-29,3.2720780263912794
2004-01-30,3.2582797379996173
2004-01-31,3.2444814496079557
2004-02-01,3.2306831612162936
2004-02-02,3.2168848728246315
2004-02-03,3.2030865844329703
2004-02-04,3.189288296041308
2004-02-05,3.1754900076496466
2004-02-06,3.1616917192579845
2004-02-07,3.137172690763052
2004-02-08,3.11265366226812
2004-02-09,3.088134633773188
2004-02-10,3.063615605278256
2004-02-11,3.039096576783323
2004-02-12,3.014577548288391
2004-02-13,2.9900585197934593
2004-02-14,2.965539491298527
2004-02-15,2.941020462803595
2004-02-16,2.9165014343086635
2004-02-17,2.8919824058137307
2004-02-18,2.8674633773187987
2004-02-19,2.898032379518072
2004-02-20,2.9193087432146165
2004-02-21,2.940585106911161
2004-02-22,2.961861470607705
2004-02-23,2.98313783430425
2004-02-24,3.004414198000794
2004-02-25,3.0256905616973393
2004-02-26,3.0469669253938836
2004-02-27,3.0682432890904274
2004-02-28,3.0895196527869717
2004-02-29,3.110796016483517
2004-03-01,3.1320723801800607
2004-03-02,3.153348743876605
2004-03-03,3.17462510757315
2004-03-04,3.195901471269694
2004-03-05,3.2171778349662383
2004-03-06,3.2384541986627835
2004-03-07,3.259730562359327
2004-03-08,3.2810069260558716
2004-03-09,3.302283289752417
2004-03-10,3.32355965344896
2004-03-11,3.344836017145505
2004-03-12,3.36611238084205
2004-03-13,3.3873887445385944
2004-03-14,3.4086651082351382
2004-03-15,3.4299414719316834
2004-03-16,3.451217835628227
2004-03-17,3.4830671256454386
2004-03-18,3.4364944061962133
2004-03-19,3.3899216867469883
2004-03-20,3.343348967297762
2004-03-21,3.296776247848537
2004-03-22,3.2502035283993114
2004-03-23,3.2036308089500865
2004-03-24,3.15705808950086
2004-03-25,3.1104853700516353
2004-03-26,3.06391265060241
2004-03-27,3.017339931153184
2004-03-28,2.9707672117039587
2004-03-29,2.9241944922547334
2004-03-30,2.877621772805508
2004-03-31,2.831049053356282
2004-04-01,2.784476333907057
2004-04-02,2.7379036144578315
2004-04-03,2.681640116019634
2004-04-04,2.6253766175814373
2004-04-05,2.56911311914324
2004-04-06,2.5128496207050426
2004-04-07,2.4565861222668453
2004-04-08,2.400322623828648
2004-04-09,2.344059125390451
2004-04-10,2.2877956269522537
2004-04-11,2.2315321285140564
2004-04-12,2.1752686300758595
2004-04-13,2.119005131637662
2004-04-14,2.1613467005276004
2004-04-15,2.2036882694175395
2004-04-16,2.2460298383074786
2004-04-17,2.2883714071974173
2004-04-18,2.330712976087356
2004-04-19,2.3730545449772946
2004-04-20,2.4153961138672337
2004-04-21,2.4577376827571724
2004-04-22,2.500079251647111
2004-04-23,2.54242082053705
2004-04-24,2.581830301701085
2004-04-25,2.6212397828651204
2004-04-26,2.6606492640291557
2004-04-27,2.7000587451931906
2004-04-28,2.739468226357226
2004-04-29,2.778877707521261
2004-04-30,2.818287188685297
2004-05-01,2.7994733043284246
2004-05-02,2.780659419971553
2004-05-03,2.761845535614681
2004-05-04,2.743031651257809
2004-05-05,2.7242177669009373
2004-05-06,2.7054038825440654
2004-05-07,2.686589998187193
2004-05-08,2.667776113830321
2004-05-09,2.6489622294734496
2004-05-10,2.6301483451165777
2004-05-11,2.6113344607597053
2004-05-12,2.5925205764028334
2004-05-13,2.573706692045961
2004-05-14,2.5548928076890896
2004-05-15,2.5360789233322176
2004-05-16,2.5172650389753453
2004-05-17,2.498451154618474
2004-05-18,2.479637270261602
2004-05-19,2.46082338590473
2004-05-20,2.442009501547858
2004-05-21,2.423195617190986
2004-05-22,2.404381732834114
2004-05-23,2.3855678484772422
2004-05-24,2.3667539641203703
2004-05-25,2.347940079763499
2004-05-26,2.3363381024096386
2004-05-27,2.3294160163380795
2004-05-28,2.3224939302665204
2004-05-29,2.3155718441949618
2004-05-30,2.3086497581234027
2004-05-31,2.301727672051844
2004-06-01,2.2948055859802845
2004-06-02,2.287883499908726
2004-06-03,2.2809614138371668
2004-06-04,2.274039327765608
2004-06-05,2.267117241694049
2004-06-06,2.26019515562249
2004-06-07,2.2532730695509313
2004-06-08,2.2463509834793722
2004-06-09,2.239428897407813
2004-06-10,2.2993959200438114
2004-06-11,2.35936294267981
2004-06-12,2.4193299653158085
2004-06-13,2.479296987951807
2004-06-14,2.539264010587806
2004-06-15,2.5914319991565007
2004-06-16,2.6435999877251954
2004-06-17,2.69576797629389
2004-06-18,2.747935964862585
2004-06-19,2.80010395343128
2004-06-20,2.8522719419999745
2004-06-21,2.9044399305686697
2004-06-22,2.956607919137365
2004-06-23,3.008775907706059
2004-06-24,3.060943896274754
2004-06-25,3.1131118848434487
2004-06-26,3.1652798734121443
2004-06-27,3.217447861980839
2004-06-28,3.269615850549533
2004-06-29,3.325950062453126
2004-06-30,3.382284274356719
2004-07-01,3.438618486260312
2004-07-02,3.4196936400157276
2004-07-03,3.4007687937711433
2004-07-04,3.3818439475265594
2004-07-05,3.362919101281976
2004-07-06,3.343994255037391
2004-07-07,3.3250694087928068
2004-07-08,3.3061445625482224
2004-07-09,3.287219716303638
2004-07-10,3.2682948700590537
2004-07-11,3.2493700238144694
2004-07-12,3.2304451775698855
2004-07-13,3.2188320926563394
2004-07-14,3.2040441462277682
2004-07-15,3.189256199799197
2004-07-16,3.174468253370625
2004-07-17,3.159680306942054
2004-07-18,3.1448923605134818
2004-07-19,3.1301044140849106
2004-07-20,3.11531646765634
2004-07-21,3.100528521227768
2004-07-22,3.0857405747991966
2004-07-23,3.070952628370625
2004-07-24,3.056164681942054
2004-07-25,3.0413767355134818
2004-07-26,3.026588789084911
2004-07-27,3.0118008426563394
2004-07-28,2.9680257476333907
2004-07-29,2.924250652610442
2004-07-30,2.8804755575874927
2004-07-31,2.8367004625645436
2004-08-01,2.792925367541595
2004-08-02,2.7491502725186456
2004-08-03,2.7053751774956964
2004-08-04,2.6616000824727473
2004-08-05,2.617824987449799
2004-08-06,2.5740498924268502
2004-08-07,2.530274797403901
2004-08-08,2.486499702380952
2004-08-09,2.442724607358003
2004-08-10,2.3989495123350544
2004-08-11,2.3551744173121056
2004-08-12,2.329436155335628
2004-08-13,2.3036978933591508
2004-08-14,2.2779596313826738
2004-08-15,2.2522213694061963
2004-08-16,2.226483107429719
2004-08-17,2.2007448454532414
2004-08-18,2.175006583476764
2004-08-19,2.1492683215002866
2004-08-20,2.123530059523809
2004-08-21,2.097791797547332
2004-08-22,2.0720535355708547
2004-08-23,2.0463152735943773
2004-08-24,2.0205770116179003
2004-08-25,1.9948387496414226
2004-08-26,1.9691004876649456
2004-08-27,2.0838887400250354
2004-08-28,2.2036252216658845
2004-08-29,2.323361703306733
2004-08-30,2.443098184947582
2004-08-31,2.562834666588432
2004-09-01,2.6825711482292807
2004-09-02,2.8023076298701297
2004-09-03,2.9220441115109788
2004-09-04,3.0417805931518274
2004-09-05,3.1615170747926773
2004-09-06,3.281253556433527
2004-09-07,3.400990038074375
2004-09-08,3.520726519715225
2004-09-09,3.640463001356074
2004-09-10,3.7601994829969225
2004-09-11,3.879935964637772
2004-09-12,3.9996724462786206
2004-09-13,4.119408927919469
2004-09-14,4.23914540956032
2004-09-15,4.358881891201168
2004-09-16,4.478618372842018
2004-09-17,4.598354854482867
2004-09-18,4.542094598034996
2004-09-19,4.485834341587128
2004-09-20,4.429574085139258
2004-09-21,4.373313828691389
2004-09-22,4.31705357224352
2004-09-23,4.277625960660825
2004-09-24,4.2381983490781305
2004-09-25,4.198770737495436
2004-09-26,4.159343125912742
2004-09-27,4.119915514330048
2004-09-28,4.080487902747353
2004-09-29,4.041060291164659
2004-09-30,3.9955912814720427
2004-10-01,3.9501222717794247
2004-10-02,3.9046532620868084
2004-10-03,3.8591842523941917
2004-10-04,3.8137152427015764
2004-10-05,3.7682462330089592
2004-10-06,3.7227772233163425
2004-10-07,3.677308213623726
2004-10-08,3.6318392039311087
2004-10-09,3.586370194238493
2004-10-10,3.5409011845458758
2004-10-11,3.495432174853259
2004-10-12,3.4499631651606424
2004-10-13,3.404494155468026
2004-10-14,3.3590251457754094
2004-10-15,3.3135561360827928
2004-10-16,3.2680871263901765
2004-10-17,3.2226181166975594
2004-10-18,3.177149107004943
2004-10-19,3.131680097312326
2004-10-20,3.0862110876197093
2004-10-21,3.0407420779270935
2004-10-22,2.9952730682344764
2004-10-23,2.9246088541950606
2004-10-24,2.853944640155645
2004-10-25,2.7832804261162294
2004-10-26,2.7142485331671953
2004-10-27,2.6452166402181616
2004-10-28,2.6406221343173204
2004-10-29,2.636027628416479
2004-10-30,2.6314331225156384
2004-10-31,2.6268386166147963
2004-11-01,2.6222441107139556
2004-11-02,2.617649604813115
2004-11-03,2.613055098912273
2004-11-04,2.608460593011432
2004-11-05,2.6038660871105903
2004-11-06,2.5992715812097495
2004-11-07,2.5946770753089083
2004-11-08,2.590082569408067
2004-11-09,2.592793709621093
2004-11-10,2.5955048498341196
2004-11-11,2.598215990047145
2004-11-12,2.600927130260171
2004-11-13,2.603638270473197
2004-11-14,2.6063494106862235
2004-11-15,2.6090605508992493
2004-11-16,2.6117716911122755
2004-11-17,2.5991270654044754
2004-11-18,2.596535984539662
2004-11-19,2.59394490367485
2004-11-20,2.5913538228100372
2004-11-21,2.5887627419452244
2004-11-22,2.586171661080412
2004-11-23,2.5835805802155987
2004-11-24,2.5809894993507863
2004-11-25,2.5783984184859743
2004-11-26,2.5758073376211605
2004-11-27,2.5732162567563486
2004-11-28,2.570625175891536
2004-11-29,2.5680340950267238
2004-11-30,2.5654430141619105
2004-12-01,2.562851933297098
2004-12-02,2.5602608524322856
2004-12-03,2.5576697715674728
2004-12-04,2.55507869070266
2004-12-05,2.5524876098378475
2004-12-06,2.5498965289730346
2004-12-07,2.54149277575418
2004-12-08,2.5330890225353238
2004-12-09,2.5330259551366723
2004-12-10,2.532962887738021
2004-12-11,2.5328998203393693
2004-12-12,2.5328367529407174
2004-12-13,2.532773685542066
2004-12-14,2.5327106181434145
2004-12-15,2.532647550744763
2004-12-16,2.5325844833461115
2004-12-17,2.5325214159474596
2004-12-18,2.5324583485488077
2004-12-19,2.5323952811501567
2004-12-20,2.5323322137515047
2004-12-21,2.5322691463528533
2004-12-22,2.532206078954202
2004-12-23,2.53214301155555
2004-12-24,2.5320799441568984
2004-12-25,2.532016876758247
2004-12-26,2.5319538093595955
2004-12-27,2.5318907419609435
2004-12-28,2.5318276745622925
2004-12-29,2.5317646071636406
2004-12-30,2.5317015397649887
2004-12-31,2.5316384723663377
2005-01-01,2.5315754049676857
2005-01-02,2.5315123375690343
2005-01-03,2.531449270170383
2005-01-04,2.5313862027717304
2005-01-05,2.5313231353730794
2005-01-06,2.5312600679744275
2005-01-07,2.5311970005757756
2005-01-08,2.5311339331771245
2005-01-09,2.5310708657784726
2005-01-10,2.531007798379821
2005-01-11,2.5309447309811697
2005-01-12,2.5308816635825186
2005-01-13,2.5308185961838663
2005-01-14,2.530755528785215
2005-01-15,2.5306924613865633
2005-01-16,2.5306293939879114
2005-01-17,2.5305663265892604
2005-01-18,2.530503259190609
2005-01-19,2.5321484828048453
2005-01-20,2.533793706419083
2005-01-21,2.5354389300333198
2005-01-22,2.5370841536475575
2005-01-23,2.5387293772617943
2005-01-24,2.540374600876032
2005-01-25,2.5420198244902688
2005-01-26,2.6441395161063834
2005-01-27,2.746259207722498
2005-01-28,2.848378899338613
2005-01-29,2.9504985909547283
2005-01-30,3.0526182825708426
2005-01-31,3.1547379741869572
2005-02-01,3.2568576658030723
2005-02-02,3.3589773574191875
2005-02-03,3.461097049035302
2005-02-04,3.5632167406514172
2005-02-05,3.665336432267532
2005-02-06,3.767456123883646
2005-02-07,3.8695758154997617
2005-02-08,3.9716955071158764
2005-02-09,4.0738151987319915
2005-02-10,4.175934890348106
2005-02-11,4.278054581964221
2005-02-12,4.375061915494145
2005-02-13,4.472069249024069
2005-02-14,4.5690765825539925
2005-02-15,4.666083916083916
2005-02-16,4.76309124961384
2005-02-17,4.73510385911779
2005-02-18,4.70711646862174
2005-02-19,4.6791290781256905
2005-02-20,4.65114168762964
2005-02-21,4.62315429713359
2005-02-22,4.59516690663754
2005-02-23,4.567179516141489
2005-02-24,4.53919212564544
2005-02-25,4.486467431232867
2005-02-26,4.433742736820298
2005-02-27,4.381018042407725
2005-02-28,4.328293347995156
2005-03-01,4.275568653582584
2005-03-02,4.222843959170014
2005-03-03,4.170119264757442
2005-03-04,4.117394570344872
2005-03-05,4.0646698759323
2005-03-06,4.011945181519731
2005-03-07,3.9592204871071592
2005-03-08,3.906495792694588
2005-03-09,3.8537710982820172
2005-03-10,3.801046403869446
2005-03-11,3.7483217094568757
2005-03-12,3.6955970150443043
2005-03-13,3.6428723206317337
2005-03-14,3.5901476262191623
2005-03-15,3.5374229318065913
2005-03-16,3.4846982373940207
2005-03-17,3.413797585754624
2005-03-18,3.3428969341152284
2005-03-19,3.2719962824758317
2005-03-20,3.201095630836436
2005-03-21,3.1301949791970403
2005-03-22,3.059294327557644
2005-03-23,2.988393675918248
2005-03-24,2.959538539673765
2005-03-25,2.9306834034292812
2005-03-26,2.901828267184799
2005-03-27,2.8729731309403155
2005-03-28,2.8441179946958326
2005-03-29,2.8152628584513493
2005-03-30,2.7864077222068655
2005-03-31,2.757552585962383
2005-04-01,2.7286974497179
2005-04-02,2.668712460729106
2005-04-03,2.6087274717403126
2005-04-04,2.5487424827515186
2005-04-05,2.639775645316308
2005-04-06,2.7308088078810964
2005-04-07,2.8218419704458864
2005-04-08,2.912875133010675
2005-04-09,3.003908295575464
2005-04-10,3.0949414581402532
2005-04-11,3.1859746207050423
2005-04-12,3.27368618920125
2005-04-13,3.361397757697456
2005-04-14,3.449109326193663
2005-04-15,3.5368208946898703
2005-04-16,3.6245324631860774
2005-04-17,3.7122440316822845
2005-04-18,3.7999556001784915
2005-04-19,3.887667168674698
2005-04-20,3.979380037694638
2005-04-21,4.071092906714577
2005-04-22,4.162805775734516
2005-04-23,4.254518644754456
2005-04-24,4.346231513774396
2005-04-25,4.437944382794335
2005-04-26,4.529657251814275
2005-04-27,4.6213701208342135
2005-04-28,4.713082989854153
2005-04-29,4.804795858874093
2005-04-30,4.751200595363911
2005-05-01,4.697605331853731
2005-05-02,4.644010068343548
2005-05-03,4.590414804833369
2005-05-04,4.5368195413231875
2005-05-05,4.483224277813006
2005-05-06,4.429629014302826
2005-05-07,4.376033750792645
2005-05-08,4.322438487282462
2005-05-09,4.268843223772282
2005-05-10,4.215247960262101
2005-05-11,4.16165269675192
2005-05-12,4.108057433241739
2005-05-13,4.054462169731559
2005-05-14,4.000866906221376
2005-05-15,3.9472716427111956
2005-05-16,3.893676379201015
2005-05-17,3.8395757609384913
2005-05-18,3.7854751426759674
2005-05-19,3.731374524413443
2005-05-20,3.6772739061509188
2005-05-21,3.6231732878883953
2005-05-22,3.5690726696258714
2005-05-23,3.514972051363348
2005-05-24,3.460871433100824
2005-05-25,3.4067708148383007
2005-05-26,3.3526701965757764
2005-05-27,3.298569578313253
2005-05-28,3.2414748192771086
2005-05-29,3.1843800602409638
2005-05-30,3.1272853012048194
2005-05-31,3.070190542168675
2005-06-01,3.01309578313253
2005-06-02,2.962342504302926
2005-06-03,2.9115892254733216
2005-06-04,2.8608359466437174
2005-06-05,2.8100826678141138
2005-06-06,2.759329388984509
2005-06-07,2.708576110154905
2005-06-08,2.6578228313253005
2005-06-09,2.607069552495697
2005-06-10,2.5563162736660927
2005-06-11,2.5055629948364886
2005-06-12,2.4548097160068845
2005-06-13,2.4040564371772803
2005-06-14,2.3816085612091222
2005-06-15,2.359160685240964
2005-06-16,2.336712809272805
2005-06-17,2.314264933304647
2005-06-18,2.2918170573364884
2005-06-19,2.2693691813683303
2005-06-20,2.2469213054001718
2005-06-21,2.224473429432014
2005-06-22,2.201323224146586
2005-06-23,2.178173018861159
2005-06-24,2.1550228135757314
2005-06-25,2.131872608290304
2005-06-26,2.108722403004877
2005-06-27,2.085572197719449
2005-06-28,2.0624219924340217
2005-06-29,2.039271787148594
2005-06-30,2.0161215818631666
2005-07-01,1.9929713765777393
2005-07-02,1.969821171292312
2005-07-03,1.9466709660068844
